Cod_Proyecto|NombreProyecto|Institucion|Representante|CargoRepresentante|Direccion|Ciudad|IdPais|Tlf1Proyecto|FaxProyecto|Fax1Proyecto|Fax2Proyecto|PaginaWebProyecto|EmailProyecto|ApartadoProyecto|TelexProyecto|Cod_InstitucionEjecutora|NombreInstitucion|RepresentanteInstitucion|CargoRepresentanteInst|DireccionInstitucion|CiudadInstitucion|PaisInstitucion|Telefono1|Telefono2|Fax1|Fax2|Email|PaginaWeb|ApartadoAereo|TelexInstitucion|NombreProfesional|Profesion|DireccionProfesional|CiudadProfesional|PaisProfesional|Tlf1Profesional|Tlf2Profesional|Fax1Profesional|Fax2Profesional|EmailProfesional|PaginaWebProfesional|ApartadoProfesional|TelexProfesional|Construccion|Materiales|SistConstruc|ElemConstruc|ProcConstruc|ProdConstruc|AguaPotable|AguaServidas|Basura|DispExcretas|BioEnerRenov|Saneamiento|EnergiasAlternas|RedesSistemas|SistemasInformacionC|RedesDistAgua|SistemasInformacionA|Eolica|Solar|Fotovoltaica|Biogas|Biodisel|Biocombustibles|Hidraulica|Geotermica|Biomasa|SistemasInformacionE|Id
BO148IIP22T01|PROYECTO DE POZOS, BOMBA AEROMOTOR Y TANQUE DE FERRO CEMENTO EN VILLA ROSARIO|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|Sra. Blanca PEREZ MERCADO|Directora|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|3|591-3/ 42.34.49|591-3/ 22.29.25|591-3/ 42.34.49||http://www.scbbs-bo.com/seapas|seapas@datacom-bo.com|Casilla de Correos # 25||148|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|Sra. Blanca PEREZ MERCADO|Directora|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Bolivia|591-3/ 42.34.49|591-3/ 22.29.25|591-3/ 42.34.49||seapas@datacom-bo.com|http://www.scbbs-bo.com/seapas|Casilla de Correos # 25||Blanca PEREZ MERCADO|Socióloga|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Bolivia|591-3/ 42.34.49|591-3/ 22.29.25|591-3/ 42.34.49||seapas@datacom-bo.com|http://www.scbbs-bo.com/seapas|Casilla de Correos # 25||False|False|False|False|False|False|True|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|838
BO148IIP25T00|ATAJADOS PARA AGUAS DE LLUVIA CON FINES DE RIEGO, DOCE EN QUIÑALES Y OCHO EN VERDECILLO|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|Sra. Blanca PEREZ MERCADO|Directora|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|3|591-3/ 42.34.49|591-3/ 22.29.25|591-3/ 42.34.49||http://www.scbbs-bo.com/seapas|seapas@datacom-bo.com|Casilla de Correos # 25||148|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|Sra. Blanca PEREZ MERCADO|Directora|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Bolivia|591-3/ 42.34.49|591-3/ 22.29.25|591-3/ 42.34.49||seapas@datacom-bo.com|http://www.scbbs-bo.com/seapas|Casilla de Correos # 25||Blanca PEREZ MERCADO|Socióloga|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Bolivia|591-3/ 42.34.49|591-3/ 22.29.25|591-3/ 42.34.49||seapas@datacom-bo.com|http://www.scbbs-bo.com/seapas|Casilla de Correos # 25||False|False|False|False|False|False|False|True|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|1079
BO148IIP26T00|PROYECTO DE 67 UNIDADES FAMILIARES DE BAÑOS, DUCHAS Y LAVANDERIAS, ZONA KM. 6 AL 55 CAMINO ANTIGUO A COCHABAMBA|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|Sra. Blanca PEREZ MERCADO|Directora|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|3|591-3/ 42.34.49|591-3/ 22.29.25|591-3/ 42.34.49||http://www.scbbs-bo.com/seapas|seapas@datacom-bo.com|Casilla de Correos # 25||148|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|Sra. Blanca PEREZ MERCADO|Directora|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Bolivia|591-3/ 42.34.49|591-3/ 22.29.25|591-3/ 42.34.49||seapas@datacom-bo.com|http://www.scbbs-bo.com/seapas|Casilla de Correos # 25||Blanca PEREZ MERCADO|Socióloga|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Bolivia|591-3/ 42.34.49|591-3/ 22.29.25|591-3/ 42.34.49||seapas@datacom-bo.com|http://www.scbbs-bo.com/seapas|Casilla de Correos # 25||False|False|False|False|False|False|True|True|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|842
BO148IIP27T01|PROYECTO Y ESTUDIO DE ALTERNATIVAS PARA DOTACION DE AGUA POTABLE PARA COMUNIDADES Y BARRIOS DE SANTA CRUZ|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|Sra. Blanca PEREZ MERCADO.|Directora|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|3|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 42.34.45||http://www.scbbs-bo.com/seapas|seapas@datacom-bo.com|Casilla de Correos # 25||148|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|Sra. Blanca PEREZ MERCADO.|Directora|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Bolivia|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 42.34.45||seapas@datacom-bo.com|http://www.scbbs-bo.com/seapas|Casilla de Correos # 25||Blanca PEREZ MERCADO.|Socióloga|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Bolivia|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 42.34.45||seapas@datacom-bo.com|http://www.scbbs-bo.com/seapas|||False|False|False|False|False|False|True|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|1081
BO148IIP28T00|ESTUDIO DE ALTERNATIVAS DE DOTACION DE AGUA POTABLE PARA LA ZONA DE VALLE GRANDE|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|Sra. Blanca PEREZ MERCADO|Directora|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|3|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 42.34.45||http://www.scbbs-bo.com/seapas|seapas@datacom-bo.com|Casilla de Correos # 25||148|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|Sra. Blanca PEREZ MERCADO|Directora|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Bolivia|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 42.34.45||seapas@datacom-bo.com|http://www.scbbs-bo.com/seapas|Casilla de Correos # 25||Blanca PEREZ MERCADO|Socióloga|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Bolivia|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 42.34.45||seapas@datacom-bo.com|http://www.scbbs-bo.com/seapas|Casilla de Correos # 25||False|False|False|False|False|False|True|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|844
BO148IIP29T00|ASESORIA A LA COOPERATIVA DE AGUAS DE PADILLA (DEPARTAMENTO DE CHUQUISACA) EN SU NUEVO SISTEMA DE AGUA POTABLE|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|Sra. Blanca PEREZ MERCADO|Directora|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|3|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 42.34.45||http://www.scbbs-bo.com/seapas|seapas@datacom-bo.com|Casilla de Correos # 25||148|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|Sra. Blanca PEREZ MERCADO|Directora|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Bolivia|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 42.34.45||seapas@datacom-bo.com|http://www.scbbs-bo.com/seapas|Casilla de Correos # 25||Blanca PEREZ MERCADO|Socióloga|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Bolivia|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 42.34.45||seapas@datacom-bo.com|http://www.scbbs-bo.com/seapas|Casilla de Correos # 25||False|False|False|False|False|False|True|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|1083
BO148IIP30T01|POZOS PROFUNDOS  PARA COMUNIDADES RURALES|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|Sra. Blanca PEREZ MERCADO|Directora|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|3|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 42.34.45||http://www.scbbs-bo.com/seapas|seapas@datacom-bo.com|Casilla de Correos # 25||148|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|Sra. Blanca PEREZ MERCADO|Directora|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Bolivia|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 42.34.45||seapas@datacom-bo.com|http://www.scbbs-bo.com/seapas|Casilla de Correos # 25||Blanca PEREZ MERCADO|Socióloga|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Bolivia|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 42.34.45||seapas@datacom-bo.com|http://www.scbbs-bo.com/seapas|Casilla de Correos # 25||False|False|False|False|False|False|True|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|846
BO148IIP31T00|PROYECTO DE FINANCIAMIENTO PARA SISTEMA DE AGUA DEL BARRIO SAN MARTIN SAN MARTIN U.V. 74|SEAPAS (Arzobispado)- Secretariado Arquidiocesano de Pastoral Social|Sra. Blanca PEREZ MERCADO|Directora|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|3|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 42.34.45||http://www.scbbs-bo.com/seapas|seapas@scbbs.bo.com|Casilla 25||148|SEAPAS (Arzobispado)- Secretariado Arquidiocesano de Pastoral Social|Sra. Blanca PEREZ MERCADO|Directora|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Bolivia|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 42.34.45||seapas@scbbs.bo.com|http://www.scbbs-bo.com/seapas|Casilla 25||Blanca PEREZ MERCADO|Socióloga|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Bolivia|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 42.34.45||seapas@datacom-bo.com|http://www.scbbs-bo.com/seapas|Casilla de Correos # 25||False|False|False|False|False|False|True|True|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|1085
BO148IIP32T00|PROYECTO DE AGUA POTABLE Y SANEAMIENTO RURAL|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|Sra. Blanca PEREZ MERCADO|Directora|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|3|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 42.34.45||http://www.scbbs-bo.com/seapas|seapas@datacom-bo.com|Casilla de Correos # 25||148|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|Sra. Blanca PEREZ MERCADO|Directora|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Bolivia|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 42.34.45||seapas@datacom-bo.com|http://www.scbbs-bo.com/seapas|Casilla de Correos # 25||Blanca PEREZ MERCADO|Socióloga|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Bolivia|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 42.34.45||seapas@datacom-bo.com|http://www.scbbs-bo.com/seapas|Casilla de Correos # 25||False|False|False|False|False|False|True|True|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|848
BO148IIP33T00|PROYECTO DE FINANCIAMIENTO DE POZOS Y SISTEMAS DE AGUA EN SAN JULIAN (BOLIVIA|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|Sra. Blanca PEREZ MERCADO.|Directora|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|3|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 42.34.45||http://www.scbbs-bo.com/seapas|seapas@datacom-bo.com|Casilla de Correos # 25||148|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|Sra. |Directora|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra||591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 42.34.45||seapas@datacom-bo.com|http://www.scbbs-bo.com/seapas|Casilla de Correos # 25||Blanca PEREZ MERCADO.|Socióloga|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Bolivia|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 42.34.45||seapas@datacom-bo.com|http://www.scbbs-bo.com/seapas|Casilla de Correos # 25||False|False|False|False|False|False|True|True|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|1087
BO148IIP34T00|PRODEAS "ESCUELA DE AGUAS"; PROYECTO PARA EL RECONOCIMIENTO COMO INSTITUTO|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|Sra. Blanca PEREZ MERCADO.|Directora|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|3|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 42.34.45||http://www.scbbs-bo.com/seapas|seapas@datacom-bo.com|Casilla de Correos # 25||148|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|Sra. |Directora|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Bolivia|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 42.34.45||seapas@datacom-bo.com|http://www.scbbs-bo.com/seapas|Casilla de Correos # 25||Blanca PEREZ MERCADO.|Socióloga|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Bolivia|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 42.34.45||seapas@datacom-bo.com|http://www.scbbs-bo.com/seapas|Casilla de Correos # 25||False|False|False|False|False|False|True|True|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|850
BO148IIP35T00|PROYECTOS DE SANEAMIENTO BASICO (DUCHAS, LETRINAS), POZOS DE AGUA POTABLE Y MICRO RIEGO PARA ILLATACO, COCHABAMBA|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|Sra. Blanca PEREZ MERCADO.|Directora|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|3|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 42.34.45||http://www.scbbs-bo.com/seapas|seapas@datacom-bo.com|Casilla de Correos # 25||148|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|Sra. Blanca PEREZ MERCADO.|Directora|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra||591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 42.34.45||seapas@datacom-bo.com|http://www.scbbs-bo.com/seapas|Casilla de Correos # 25||Blanca PEREZ MERCADO.|Socióloga|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Bolivia|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 42.34.45||seapas@datacom-bo.com|http://www.scbbs-bo.com/seapas|Casilla de Correos # 25||False|False|False|False|False|False|True|True|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|1089
BO148IIP36T00|FACTIBILIDAD DE AGUAS SUBTERRANEAS PARA SAJLINA (CULPINA, DEPARTAMENTO DE CHUQISACA)|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|Sra. Blanca PEREZ MERCADO|Directora|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|3|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 42.34.45||http://www.scbbs-bo.com/seapas|seapas@datacom-bo.com|Casilla de Correos # 25||148|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|Sra. Blanca PEREZ MERCADO|Directora|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Bolivia|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 42.34.45|||http://www.scbbs-bo.com/seapas|Casilla de Correos # 25|| Blanca PEREZ MERCADO|Socióloga|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Bolivia|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 42.34.45||seapas@datacom-bo.com|http://www.scbbs-bo.com/seapas|Casilla de Correos # 25||False|False|False|False|False|False|True|True|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|852
BO150IIP01T01|RECICLAJE|KIMBERLY BOLIVIA S.A.|Ing. Esteban ECHAVARRIA|Gerente General|Parque Industrial - 5|Santa Cruz de la Sierra|3|591-3/ 46.53.15|591-3/ 46.51.59|591-3/ 46.66.60||||||150|KIMBERLY BOLIVIA S.A.|Ing. Esteban ECHAVARRIA|Gerente General|Parque Industrial - 5|Santa Cruz de la Sierra|Bolivia|591-3/ 46.53.15|591-3/ 46.51.59|591-3/ 46.66.60|||||| Esteban ECHAVARRIA|Ingeniero|Parque Industrial - 5, Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|591-3/ 46.53.15|591-3/ 46.51.59|591-3/ 46.66.60||||||False|False|False|False|False|False|False|False|False|True|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|1091
BO151IIP01T00|MANEJO DE RESIDUOS SOLIDOS Y PELIGROSOS EN LA CIUDAD DE SANTA CRUZ|EMDELU|Ing. Raúl VEDIA|Ingeniero Civil|Parque Industrial (detrás de los UPSA)|Santa Cruz de la Sierra|3|591-3/ 47.03.43||591-3/ 47.601||||||151|EMPRESA DESCENTRALIZADA DE LAS ALCALDÍAS|Ing. Raul VEDIA|Ingeniero Civil|Parque Industrial (detrás de los UPSA)|Santa Cruz de la Sierra||591-3/ 47.03.43||591-3/ 47.601||||||Raul VEDIA|Ingeniero Civil|Parque Industrial (detrás de los UPSA)|Santa Cruz de la Sierra|Bolivia|591-3/ 47.03.43||591-3/ 47.601||||||False|False|False|False|False|False|False|False|False|True|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|854
BO152IIP01T00|PROGRAMA PILOTO DE CONCIENTIZACION CIUDADANA EN EL MANEJO SOSTENIBLE DE RESIDUOS DOMICILIARIOS Y PELIGROSOS|EMDELU - Empresa Municipal de Limpieza Urbana|Dante Luis LELLO|Técnico en Medio Ambiente|Parque Industrial (detrás de los UPSA)|Santa Cruz de la Sierra|3|591-3/ 47.03.43|0800-9009|591-3/ 47.601||||||152|EMDELU - Empresa Municipal de Limpieza Urbana|Dante Luis LELLO|Técnico en Medio Ambiente|Parque Industrial (detrás de los UPSA)|Santa Cruz de la Sierra|Bolivia|591-3/ 47.03.43|0800-90.09|591-3/ 47.601||||||Dante Luis LELLO|Técnico en Medio Ambiente|Parque Industrial (detrás de los UPSA)|Santa Cruz de la Sierra|Bolivia|591-3/ 47.03.43|0800-90.09|591-3/ 47.601||||||False|False|False|False|False|False|False|False|False|True|False|True|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|1093
BO171IIIP01T01|ESTUFA LORENA|ESTACION BIOLOGICA DEL BENI|Lic. Carmen MIRANDA|Directora|Avda. El Prado, Edif. Academia de Ciencias / Avda. 16 de julio 1732 Z|La Paz|3|591-2/ 35.06.12||||||||171|Estación Biológica del Beni|Lic. Carmen MIRANDA|Directora Ejecutiva|Avda. El Prado, Edif. Academia de Ciencias / Avda. 16 de julio 1732 Z|La Paz|Bolivia|591-2/ 35.06.12||||||||Lic. Carmen MIRANDA||Avda. El Prado, Edif. Academia de Ciencias / Avda. 16 de julio 1732 Z|La Paz|Bolivia|591-2/ 35.06.12||||||||False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|856
BO172IIIP01T01|PROGRAMA DE ELECTRIFICACION RURAL, MEDIANTE SISTEMAS FOTOVOLTAICOS|CRE - Compañía Regional de Electricidad- División Electrificación Rural Energías Renovables|Ing. Carlos GARCIA-AGREDA DABDOUB|Jefe División de Electrificación Rural|Calle Honduras, esq. Av. Busch|Santa Cruz de la Sierra|3|591-3/ 36.77.77 - Interno 1389|591-3/ 42.70.63  Dom.||||carlosgd@cre.com.bo ;  cgad@amboro.movinet-bo.com|||172|CRE - División Electrificación Rural Energías Renovables|Ing. Carlos GARCIA-AGREDA DABDOUB|Jefe División de Electrificación Rural|Calle Honduras, esq. Av. Busch|Santa Cruz de la Sierra|Bolivia|591-3/ 36.77.77 - Interno 1389|591-3/ 42.70.63  Dom.|||carlosgd@cre.com.bo ;  cgad@amboro.movinet-bo.com||||Carlos GARCIA-AGREDA DABDOUB|Ingeniero|Calle Honduras, esq. Av. Busch|Santa Cruz de la Sierra|Bolivia|591-3/ 36.77.77 - Interno 1389|591-3/ 42.70.63  (h)|||carlosgd@cre.com.bo ;  cgad@amboro.movinet-bo.com||||False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|True|False|False|False|False|False|False|False|1095
BO172IIIP02T01|PARQUE EOLICO EN SANTA CRUZ - BOLIVIA|CRE - Compañía Regional de Electricidad - División Electrificación Rural Energías Renovables|Ing. Eduardo ELDER|Asesor Técnico de CRE|Calle Honduras, esq. Av. Busch|Santa Cruz de la Sierra|3|591-3/ 36.77.77 - Interno: 1389||||||||172|CRE - Compañía Regional de Electricidad|Ing. Eduardo ELDER|Asesor Técnico de CRE|Calle Honduras, esq. Av. Busch|Santa Cruz de la Sierra|Bolivia|591-3/ 36.77.77 - Interno: 1389|||||||| Eduardo ELDER|Ingeniero|Calle Honduras, esq. Av. Busch|Santa Cruz de la Sierra|Bolivia|591-3/ 36.77.77 - Interno: 1389||||||||False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|True|False|False|False|False|False|False|False|False|False|858
BO173IIIP01T01|INSTALACION DE SISTEMAS FOTOVOLTAICOS EN ORINOCA|Corporación de Desarrollo de Energía- Instituto de Desarrollo de Energía IDE| Andrés Trepp del Carpio|Director|Av. 16 de Julio No. 1732|La Paz|3|(591-2) 231 0687|(591-2) 231 6776| (591-2) 237 9681||http://www.aciencias.org.bo| treppcen@entelnet.bo ,   a.trepp.dc@aciencias.org.bo|Casilla Correos No. 5829||172|Corporación de Desarrollo de Energía -  Instituto de Desarrollo de Energía IDE| Andrés Trepp del Carpio|Director|Av. 16 de Julio No. 1732|La Paz|Bolivia|(591-2) 231 0687|(591-2) 231 6776| (591-2) 237 9681|| ide@aciencias.org.bo|http://www.aciencias.org.bo||| Erika Corico Pastén|Secretaria|Av. 16 de Julio No. 1732|La Paz|Bolivia|(591-2) 231 0687|(591-2) 231 6776| (591-2) 237 9681|| ide@aciencias.org.bo|http://www.aciencias.org.bo|||False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|True|False|False|False|False|False|False|False|1097
BO174IIIP01T02|ESTRATEGIA DE ENERGIA RURAL|Ministerio de Desarrollo Económico / Secretaría Nacional de Energía|Enrique BIRHUETT / Miguel FERNANDEZ|Coordinadores|Av. 20 de Octubre 2230 esq.Fernando Guachalla|La Paz|3|||||||||174|Ministerio de Desarrollo Económico / Secretaría Nacional de Energía|Enrique BIRHUETT / Miguel FERNANDEZ|Coordinadores|Av. 20 de Octubre 2230 esq.Fernando Guachalla|La Paz|Bolivia||||||http://www.desarrollo.gov.bo/|||Enrique BIRHUETT / Miguel FERNANDEZ|Ingenieros|Av. 20 de Octubre 2230 esq.Fernando Guachalla|La Paz|Bolivia||||||http://www.desarrollo.gov.bo/|||False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|True|False|False|False|False|False|False|False|False|False|860
BO175II-IIIP02T01|ENERGIA SOLAR "COLECTORES DE PLACA PLANA"|Universidad  Autónoma GABRIEL RENE MORENO,  Dirección de Investigación e Interacción Social, Facultad de Ciencias Exactas y Tecnologías, Carrera de Ingeniería Petrolera|Ing. Abraham MONTAÑO SUAREZ|Investigador|Plaza 24 de Septiembre|Santa Cruz de la Sierra|3|(591) 3-3365533|(591) 3-3365544 |(591) 3-3342160||http://www.uagrm.edu.bo/||||175|Universidad  Autónoma GABRIEL RENE MORENO,  Dirección de Investigación e Interacción Social, Facultad de Ciencias Exactas y Tecnologías, Carrera de Ingeniería Petrolera|Ing. Abraham MONTAÑO SUAREZ|Investigador|Plaza 24 de Septiembre|Santa Cruz de la Sierra|Bolivia|(591) 3-3365533|(591) 3-3365544 |(591) 3-3342160|||http://www.uagrm.edu.bo/|||Abraham MONTAÑO SUAREZ|Ingeniero|Plaza 24 de Septiembre|Santa Cruz de la Sierra|Bolivia|(591) 3-3365533|(591) 3-3365544 |(591) 3-3342160|||http://www.uagrm.edu.bo/|||True|False|False|False|False|False|True|False|False|False|False|False|True|False|False|False|False|False|True|False|False|False|False|False|False|False|False|1099
BO175II-IIIP03T01|DESALINIZACIÓN DE AGUAS DE FORMACIÓN|Universidad  Autónoma GABRIEL RENE MORENO,  Dirección de Investigación e Interacción Social, Facultad de Ciencias Exactas y Tecnologías, Carrera de Ingeniería Petrolera|Ing. Carlos ALARCON Z., Ing. Abraham MONTAÑO SUAREZ.|Ingenieros|Plaza 24 de Septiembre, Santa Cruz de la Sierra, |Santa Cruz de la Sierra|3|(591) 3-3365533|(591) 3-3365544 |(591) 3-3342160||http://www.uagrm.edu.bo/||||175|Universidad  Autónoma GABRIEL RENE MORENO,  Dirección de Investigación e Interacción Social, Facultad de Ciencias Exactas y Tecnologías, Carrera de Ingeniería Petrolera|Ing. Carlos ALARCON Z., Ing. Abraham MONTAÑO SUAREZ.|Ingenieros|Plaza 24 de Septiembre, Santa Cruz de la Sierra, |Santa Cruz de la Sierra|Bolivia|(591) 3-3365533|(591) 3-3365544 |(591) 3-3342160||||||Abraham MONTAÑO SUAREZ.|Ingeniero|Plaza 24 de Septiembre, Santa Cruz de la Sierra, |Santa Cruz de la Sierra|Bolivia|(591) 3-3365533|(591) 3-3365544 |(591) 3-3342160|||http://www.uagrm.edu.bo/|||False|False|False|False|False|False|True|False|False|False|True|True|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|862
